lead_id,campaign_code,lead_status,total_dial_count
lead_72,asset,Customer Follow up,1
lead_73,asset,Customer Follow up,1
lead_74,asset,Customer Follow up,2
lead_75,asset,Customer Follow up,5
lead_76,asset,Customer Follow up,3
lead_77,asset,Customer Follow up,1
lead_78,asset,Customer Follow up,1
lead_79,asset,Customer Follow up,2
lead_80,asset,Customer Follow up,1
lead_81,asset,Customer Follow up,1
lead_82,asset,Customer Follow up,1
lead_83,asset,Customer Follow up,2
lead_84,asset,Customer Follow up,2
lead_85,asset,Customer Follow up,1
lead_86,asset,Customer Follow up,3
lead_87,asset,Customer Follow up,1
lead_88,asset,Customer Follow up,1
lead_89,asset,Customer Follow up,1
lead_90,asset,Customer Follow up,1
lead_91,asset,Customer Follow up,1
lead_92,asset,Customer Follow up,1
lead_93,asset,Customer Follow up,1
lead_94,asset,Customer Follow up,4
lead_95,asset,Customer Follow up,1
lead_96,asset,Customer Follow up,1
lead_97,asset,Customer Follow up,2
lead_98,asset,Customer Follow up,1
lead_99,asset,Customer Follow up,1
lead_100,asset,Customer Follow up,5
lead_101,asset,Customer Follow up,1
lead_102,asset,Customer Follow up,1
lead_103,asset,Customer Follow up,1
lead_104,asset,Customer Follow up,2
lead_105,asset,Customer Follow up,4
lead_106,asset,Customer Follow up,2
lead_107,asset,Customer Follow up,2
lead_108,asset,Customer Follow up,1
lead_109,asset,Customer Follow up,1
lead_110,asset,Customer Follow up,5
lead_111,asset,Customer Follow up,5
lead_112,asset,Customer Follow up,5
lead_113,asset,Customer Follow up,1
lead_114,asset,Customer Follow up,3
lead_115,asset,Customer Follow up,2
lead_116,asset,Disqualified,1
lead_117,asset,Disqualified,1
lead_118,asset,Disqualified,1
lead_119,asset,Disqualified,1
lead_120,asset,Disqualified,1
lead_121,asset,Disqualified,4
lead_122,asset,Disqualified,1
lead_123,asset,Disqualified,1
lead_124,asset,Disqualified,2
lead_125,asset,Disqualified,1
lead_126,asset,Disqualified,1
lead_127,asset,Disqualified,1
lead_128,asset,Disqualified,5
lead_129,asset,Disqualified,1
lead_130,asset,Disqualified,1
lead_131,asset,Disqualified,1
lead_132,asset,Disqualified,1
lead_133,asset,Disqualified,1
lead_134,asset,Disqualified,1
lead_135,asset,Disqualified,1
lead_136,asset,Disqualified,1
lead_137,asset,Disqualified,1
lead_138,asset,Disqualified,1
lead_139,asset,Disqualified,1
lead_140,asset,Disqualified,1
lead_141,asset,Disqualified,1
lead_142,asset,Disqualified,1
lead_143,asset,Disqualified,1
lead_144,asset,Disqualified,1
lead_145,asset,Disqualified,1
lead_146,asset,Disqualified,1
lead_147,asset,Disqualified,1
lead_148,asset,Disqualified,1
lead_149,asset,Disqualified,1
lead_150,asset,Disqualified,1
lead_151,asset,Disqualified,1
lead_152,asset,Disqualified,1
lead_153,asset,Disqualified,1
lead_154,asset,Disqualified,1
lead_155,asset,Disqualified,3
lead_156,asset,Disqualified,1
lead_157,asset,Disqualified,4
lead_158,asset,Disqualified,4
lead_159,asset,Disqualified,4
lead_160,asset,Disqualified,2
lead_161,asset,Disqualified,2
lead_162,asset,Disqualified,1
lead_163,asset,Disqualified,1
lead_164,asset,Disqualified,1
lead_165,asset,Disqualified,7
lead_166,asset,Disqualified,2
lead_167,asset,Disqualified,2
lead_168,asset,Disqualified,8
lead_169,asset,Disqualified,1
lead_170,asset,Disqualified,1
lead_171,asset,Disqualified,1
lead_172,asset,Disqualified,1
lead_173,asset,Disqualified,1
lead_174,asset,Disqualified,1
lead_175,asset,Disqualified,4
lead_176,asset,Disqualified,8
lead_177,asset,Disqualified,2
lead_178,asset,Disqualified,2
lead_179,asset,Disqualified,5
lead_180,asset,Disqualified,3
lead_181,asset,Disqualified,1
lead_182,asset,Disqualified,1
lead_183,asset,Disqualified,1
lead_184,asset,Disqualified,1
lead_185,asset,Disqualified,1
lead_186,asset,Disqualified,5
lead_187,asset,Disqualified,5
lead_188,asset,Disqualified,3
lead_189,asset,Disqualified,1
lead_190,asset,Disqualified,1
lead_191,asset,Disqualified,1
lead_192,asset,Disqualified,1
lead_193,asset,Disqualified,1
lead_194,asset,Disqualified,1
lead_195,asset,Disqualified,1
lead_196,asset,Disqualified,1
lead_197,asset,Disqualified,1
lead_198,asset,Disqualified,1
lead_199,asset,Disqualified,1
lead_200,asset,Disqualified,1
lead_201,asset,Disqualified,1
lead_202,asset,Disqualified,1
lead_203,asset,Disqualified,4
lead_204,asset,Disqualified,3
lead_205,asset,Disqualified,1
lead_206,asset,Disqualified,3
lead_207,asset,Disqualified,1
lead_208,asset,Disqualified,4
lead_209,asset,Disqualified,1
lead_210,asset,Disqualified,1
lead_211,asset,Disqualified,1
lead_212,asset,Disqualified,5
lead_213,asset,Disqualified,4
lead_214,asset,Disqualified,4
lead_215,asset,Disqualified,1
lead_216,asset,Disqualified,4
lead_217,asset,Disqualified,1
lead_218,asset,Disqualified,7
lead_219,asset,Disqualified,1
lead_220,asset,Disqualified,4
lead_221,asset,Disqualified,1
lead_222,asset,Disqualified,1
lead_223,asset,Disqualified,1
lead_224,asset,Disqualified,3
lead_225,asset,Disqualified,1
lead_226,asset,Disqualified,1
lead_227,asset,Disqualified,1
lead_228,asset,Disqualified,1
lead_229,asset,Disqualified,1
lead_230,asset,Disqualified,1
lead_231,asset,Disqualified,1
lead_232,asset,Disqualified,1
lead_233,asset,Disqualified,1
lead_234,asset,Disqualified,1
lead_235,asset,Disqualified,1
lead_236,asset,Disqualified,1
lead_237,asset,Disqualified,1
lead_238,asset,Disqualified,1
lead_239,asset,Disqualified,1
lead_240,asset,Disqualified,1
lead_241,asset,Disqualified,1
lead_242,asset,Disqualified,1
lead_243,asset,Disqualified,1
lead_244,asset,Disqualified,1
lead_245,asset,Disqualified,1
lead_246,asset,Disqualified,1
lead_247,asset,Disqualified,3
lead_248,asset,Disqualified,1
lead_249,asset,Disqualified,1
lead_250,asset,Disqualified,1
lead_251,asset,Disqualified,1
lead_252,asset,Disqualified,1
lead_253,asset,Disqualified,1
lead_254,asset,Disqualified,1
lead_255,asset,Disqualified,1
lead_256,asset,Disqualified,1
lead_257,asset,Disqualified,1
lead_258,asset,Disqualified,1
lead_259,asset,Disqualified,1
lead_260,asset,Disqualified,3
lead_261,asset,Disqualified,7
lead_262,asset,Disqualified,4
lead_263,asset,Disqualified,3
lead_264,asset,Disqualified,3
lead_265,asset,Disqualified,2
lead_266,asset,Disqualified,2
lead_267,asset,Disqualified,1
lead_268,asset,Disqualified,5
lead_269,asset,Disqualified,1
lead_270,asset,Disqualified,2
lead_271,asset,Disqualified,5
lead_272,asset,Disqualified,1
lead_273,asset,Disqualified,1
lead_274,asset,Disqualified,2
lead_275,asset,Disqualified,2
lead_276,asset,Disqualified,1
lead_277,asset,Disqualified,3
lead_278,asset,Disqualified,2
lead_279,asset,Disqualified,2
lead_280,asset,Disqualified,1
lead_281,asset,Disqualified,1
lead_282,asset,Disqualified,5
lead_283,asset,Disqualified,2
lead_284,asset,Disqualified,2
lead_285,asset,Disqualified,1
lead_286,asset,Disqualified,1
lead_287,asset,Disqualified,1
lead_288,asset,Disqualified,1
lead_289,asset,Disqualified,1
lead_290,asset,Disqualified,1
lead_291,asset,Disqualified,1
lead_292,asset,Disqualified,3
lead_293,asset,Disqualified,4
lead_294,asset,Disqualified,2
lead_295,asset,Disqualified,2
lead_296,asset,Disqualified,1
lead_297,asset,Disqualified,1
lead_298,asset,Disqualified,1
lead_299,asset,Disqualified,2
lead_300,asset,Disqualified,2
lead_301,asset,Disqualified,7
lead_302,asset,Disqualified,3
lead_303,asset,Disqualified,3
lead_304,asset,Disqualified,1
lead_305,asset,Disqualified,1
lead_306,asset,Disqualified,2
lead_307,asset,Disqualified,1
lead_308,asset,Disqualified,2
lead_309,asset,Disqualified,7
lead_310,asset,Disqualified,6
lead_311,asset,Disqualified,3
lead_312,asset,Disqualified,1
lead_313,asset,Disqualified,3
lead_314,asset,Disqualified,7
lead_315,asset,Disqualified,1
lead_316,asset,Disqualified,6
lead_317,asset,Disqualified,2
lead_318,asset,Disqualified,2
lead_319,asset,Disqualified,1
lead_320,asset,Disqualified,3
lead_321,asset,Disqualified,4
lead_322,asset,Disqualified,1
lead_323,asset,Disqualified,7
lead_324,asset,Disqualified,3
lead_325,asset,Disqualified,3
lead_326,asset,Disqualified,2
lead_327,asset,Disqualified,3
lead_328,asset,Disqualified,1
lead_329,asset,Disqualified,3
lead_330,asset,Disqualified,1
lead_331,asset,Disqualified,4
lead_332,asset,Disqualified,1
lead_333,asset,Disqualified,1
lead_334,asset,Disqualified,1
lead_335,asset,Disqualified,1
lead_336,asset,Disqualified,2
lead_337,asset,Disqualified,4
lead_338,asset,Disqualified,3
lead_339,asset,Disqualified,3
lead_340,asset,Disqualified,4
lead_341,asset,Disqualified,5
lead_342,asset,Disqualified,7
lead_343,asset,Disqualified,4
lead_344,asset,Disqualified,3
lead_345,asset,Disqualified,5
lead_346,asset,Disqualified,2
lead_347,asset,Disqualified,2
lead_348,asset,Disqualified,2
lead_349,asset,Disqualified,3
lead_350,asset,Disqualified,2
lead_351,asset,Disqualified,2
lead_352,asset,Disqualified,2
lead_353,asset,Disqualified,5
lead_354,asset,Disqualified,1
lead_355,asset,Disqualified,5
lead_356,asset,Disqualified,1
lead_357,asset,Disqualified,2
lead_358,asset,Disqualified,1
lead_359,asset,Disqualified,2
lead_360,asset,Disqualified,1
lead_361,asset,Disqualified,3
lead_362,asset,Disqualified,4
lead_363,asset,Disqualified,5
lead_364,asset,Disqualified,3
lead_365,asset,Disqualified,2
lead_366,asset,Disqualified,1
lead_367,asset,Disqualified,1
lead_368,asset,Disqualified,2
lead_369,asset,Disqualified,3
lead_370,asset,Disqualified,2
lead_371,asset,Disqualified,1
lead_372,asset,Disqualified,3
lead_373,asset,Disqualified,3
lead_374,asset,Disqualified,4
lead_375,asset,Disqualified,2
lead_376,asset,Disqualified,4
lead_377,asset,Disqualified,5
lead_378,asset,Disqualified,2
lead_379,asset,Disqualified,3
lead_380,asset,Disqualified,2
lead_381,asset,Disqualified,6
lead_382,asset,Disqualified,3
lead_383,asset,Disqualified,4
lead_384,asset,Disqualified,3
lead_385,asset,Disqualified,2
lead_386,asset,Disqualified,4
lead_387,asset,Disqualified,5
lead_388,asset,Disqualified,3
lead_389,asset,Disqualified,2
lead_390,asset,Disqualified,3
lead_391,asset,Disqualified,6
lead_392,asset,Disqualified,2
lead_393,asset,Disqualified,3
lead_394,asset,Disqualified,3
lead_395,asset,Disqualified,3
lead_396,asset,Disqualified,2
lead_397,asset,Disqualified,2
lead_398,asset,Disqualified,3
lead_399,asset,Disqualified,2
lead_400,asset,Disqualified,2
lead_401,asset,Disqualified,4
lead_402,asset,Disqualified,6
lead_403,asset,Disqualified,7
lead_404,asset,Disqualified,2
lead_405,asset,Disqualified,3
lead_406,asset,Disqualified,2
lead_407,asset,Disqualified,2
lead_408,asset,Disqualified,2
lead_409,asset,Disqualified,2
lead_410,asset,Disqualified,2
lead_411,asset,Disqualified,4
lead_412,asset,Disqualified,2
lead_413,asset,Disqualified,4
lead_414,asset,Disqualified,5
lead_415,asset,Disqualified,5
lead_416,asset,Disqualified,2
lead_417,asset,Disqualified,6
lead_418,asset,Disqualified,5
lead_419,asset,Disqualified,3
lead_420,asset,Disqualified,3
lead_421,asset,Disqualified,3
lead_422,asset,Disqualified,2
lead_423,asset,Disqualified,6
lead_424,asset,Disqualified,3
lead_425,asset,Disqualified,4
lead_426,asset,Disqualified,2
lead_427,asset,Disqualified,4
lead_428,asset,Disqualified,3
lead_429,asset,Disqualified,3
lead_430,asset,Disqualified,3
lead_431,asset,Disqualified,3
lead_432,asset,Disqualified,4
lead_433,asset,Disqualified,1
lead_434,asset,Disqualified,1
lead_435,asset,Disqualified,2
lead_436,asset,Disqualified,3
lead_437,asset,Disqualified,1
lead_438,asset,Disqualified,1
lead_439,asset,Disqualified,1
lead_440,asset,Disqualified,1
lead_441,asset,Disqualified,1
lead_442,asset,Disqualified,1
lead_443,asset,Disqualified,7
lead_444,asset,Disqualified,2
lead_445,asset,Disqualified,3
lead_446,asset,Disqualified,1
lead_447,asset,Disqualified,1
lead_448,asset,Disqualified,2
lead_449,asset,Disqualified,1
lead_450,asset,Disqualified,1
lead_451,asset,Disqualified,2
lead_452,asset,Disqualified,2
lead_453,asset,Disqualified,3
lead_454,asset,Disqualified,4
lead_455,asset,Disqualified,1
lead_456,asset,Disqualified,1
lead_457,asset,Disqualified,6
lead_458,asset,Disqualified,1
lead_459,asset,Disqualified,3
lead_460,asset,Disqualified,3
lead_461,asset,Disqualified,4
lead_462,asset,Disqualified,5
lead_463,asset,Disqualified,3
lead_464,asset,Disqualified,3
lead_465,asset,Disqualified,1
lead_466,asset,Disqualified,3
lead_467,asset,Disqualified,2
lead_468,asset,Disqualified,3
lead_469,asset,Disqualified,1
lead_470,asset,Disqualified,6
lead_471,asset,Disqualified,3
lead_472,asset,Disqualified,4
lead_473,asset,Disqualified,3
lead_474,asset,Disqualified,3
lead_475,asset,Disqualified,6
lead_476,asset,Disqualified,2
lead_477,asset,Disqualified,4
lead_478,asset,Disqualified,3
lead_479,asset,Disqualified,3
lead_480,asset,Disqualified,3
lead_481,asset,Disqualified,4
lead_482,asset,Disqualified,2
lead_483,asset,Disqualified,3
lead_484,asset,Disqualified,2
lead_485,asset,Disqualified,4
lead_486,asset,Disqualified,2
lead_487,asset,Disqualified,2
lead_488,asset,Disqualified,3
lead_489,asset,Disqualified,2
lead_490,asset,Disqualified,2
lead_491,asset,Disqualified,2
lead_492,asset,Disqualified,5
lead_493,asset,Disqualified,6
lead_494,asset,Disqualified,2
lead_495,asset,Disqualified,2
lead_496,asset,Disqualified,3
lead_497,asset,Disqualified,2
lead_498,asset,Disqualified,4
lead_499,asset,Disqualified,6
lead_500,asset,Disqualified,3
lead_501,asset,Disqualified,3
lead_502,asset,Disqualified,1
lead_503,asset,Disqualified,3
lead_504,asset,Disqualified,4
lead_505,asset,Disqualified,3
lead_506,asset,Disqualified,2
lead_507,asset,Disqualified,2
lead_508,asset,Disqualified,4
lead_509,asset,Disqualified,5
lead_510,asset,Disqualified,2
lead_511,asset,Disqualified,3
lead_512,asset,Disqualified,4
lead_513,asset,Disqualified,1
lead_514,asset,Disqualified,1
lead_515,asset,Disqualified,1
lead_516,asset,Disqualified,1
lead_517,asset,Disqualified,1
lead_518,asset,Disqualified,3
lead_519,asset,Disqualified,2
lead_520,asset,Disqualified,1
lead_521,asset,Disqualified,2
lead_522,asset,Disqualified,5
lead_523,asset,Disqualified,1
lead_524,asset,Disqualified,1
lead_525,asset,Disqualified,1
lead_526,asset,Disqualified,1
lead_527,asset,Disqualified,1
lead_528,asset,Disqualified,4
lead_529,asset,Disqualified,1
lead_530,asset,Disqualified,4
lead_531,asset,Disqualified,1
lead_532,asset,Disqualified,2
lead_533,asset,Disqualified,2
lead_534,asset,Disqualified,3
lead_535,asset,Disqualified,2
lead_536,asset,Disqualified,2
lead_537,asset,Disqualified,3
lead_538,asset,Disqualified,3
lead_539,asset,Disqualified,2
lead_540,asset,Disqualified,1
lead_541,asset,Disqualified,1
lead_542,asset,Disqualified,1
lead_543,asset,Disqualified,1
lead_544,asset,Disqualified,1
lead_545,asset,Disqualified,1
lead_546,asset,Disqualified,3
lead_547,asset,Disqualified,1
lead_548,asset,Disqualified,5
lead_549,asset,Disqualified,1
lead_550,asset,Disqualified,1
lead_551,asset,Disqualified,1
lead_552,asset,Disqualified,2
lead_553,asset,Disqualified,1
lead_554,asset,Disqualified,4
lead_555,asset,Disqualified,1
lead_556,asset,Disqualified,1
lead_557,asset,Disqualified,2
lead_558,asset,Disqualified,1
lead_559,asset,Disqualified,4
lead_560,asset,Disqualified,3
lead_561,asset,Disqualified,2
lead_562,asset,Disqualified,2
lead_563,asset,Disqualified,1
lead_564,asset,Disqualified,2
lead_565,asset,Disqualified,1
lead_566,asset,Disqualified,2
lead_567,asset,Disqualified,2
lead_568,asset,Disqualified,1
lead_569,asset,Disqualified,2
lead_570,asset,Disqualified,1
lead_571,asset,Disqualified,1
lead_572,asset,Disqualified,4
lead_573,asset,Disqualified,5
lead_574,asset,Disqualified,2
lead_575,asset,Disqualified,1
lead_576,asset,Disqualified,1
lead_577,asset,Disqualified,2
lead_578,asset,Disqualified,2
lead_579,asset,Disqualified,4
lead_580,asset,Disqualified,2
lead_581,asset,Disqualified,1
lead_582,asset,Disqualified,3
lead_583,asset,Disqualified,2
lead_584,asset,Disqualified,1
lead_585,asset,Disqualified,1
lead_586,asset,Disqualified,3
lead_587,asset,Disqualified,1
lead_588,asset,Disqualified,1
lead_589,asset,Disqualified,2
lead_590,asset,Disqualified,2
lead_591,asset,Disqualified,1
lead_592,asset,Disqualified,2
lead_593,asset,Disqualified,1
lead_594,asset,Disqualified,4
lead_595,asset,Disqualified,3
lead_596,asset,Disqualified,3
lead_597,asset,Disqualified,3
lead_598,asset,Disqualified,1
lead_599,asset,Disqualified,4
lead_600,asset,Disqualified,1
lead_601,asset,Disqualified,4
lead_602,asset,Disqualified,1
lead_603,asset,Disqualified,3
lead_604,asset,Disqualified,4
lead_605,asset,Disqualified,1
lead_606,asset,Disqualified,1
lead_607,asset,Disqualified,2
lead_608,asset,Disqualified,5
lead_609,asset,Disqualified,1
lead_610,asset,Disqualified,3
lead_611,asset,Disqualified,1
lead_612,asset,Disqualified,1
lead_613,asset,Disqualified,1
lead_614,asset,Disqualified,3
lead_615,asset,Disqualified,1
lead_616,asset,Disqualified,1
lead_617,asset,Disqualified,2
lead_618,asset,Disqualified,2
lead_619,asset,Disqualified,2
lead_620,asset,Disqualified,4
lead_621,asset,Disqualified,1
lead_622,asset,Disqualified,1
lead_623,asset,Disqualified,2
lead_624,asset,Disqualified,1
lead_625,asset,Disqualified,2
lead_626,asset,Disqualified,3
lead_627,asset,Disqualified,2
lead_628,asset,Disqualified,1
lead_629,asset,Disqualified,2
lead_630,asset,Disqualified,4
lead_631,asset,Disqualified,1
lead_632,asset,Disqualified,1
lead_633,asset,Disqualified,1
lead_634,asset,Disqualified,2
lead_635,asset,Disqualified,2
lead_636,asset,Disqualified,1
lead_637,asset,Disqualified,3
lead_638,asset,Disqualified,4
lead_639,asset,Disqualified,2
lead_640,asset,Disqualified,1
lead_641,asset,Disqualified,3
lead_642,asset,Disqualified,1
lead_643,asset,Disqualified,1
lead_644,asset,Disqualified,2
lead_645,asset,Disqualified,2
lead_646,asset,Disqualified,2
lead_647,asset,Disqualified,1
lead_648,asset,Disqualified,2
lead_649,asset,Disqualified,2
lead_650,asset,Disqualified,1
lead_651,asset,Disqualified,3
lead_652,asset,Disqualified,1
lead_653,asset,Disqualified,1
lead_654,asset,Disqualified,1
lead_655,asset,Disqualified,2
lead_656,asset,Disqualified,4
lead_657,asset,Disqualified,2
lead_658,asset,Disqualified,1
lead_659,asset,Disqualified,1
lead_660,asset,Disqualified,1
lead_661,asset,Disqualified,4
lead_662,asset,Disqualified,4
lead_663,asset,Disqualified,1
lead_664,asset,Disqualified,3
lead_665,asset,Disqualified,2
lead_666,asset,Disqualified,3
lead_667,asset,Disqualified,2
lead_668,asset,Disqualified,4
lead_669,asset,Disqualified,2
lead_670,asset,Disqualified,1
lead_671,asset,Disqualified,5
lead_672,asset,Disqualified,2
lead_673,asset,Disqualified,1
lead_674,asset,Disqualified,3
lead_675,asset,Disqualified,2
lead_676,asset,Disqualified,1
lead_677,asset,Disqualified,1
lead_678,asset,Disqualified,2
lead_679,asset,Disqualified,2
lead_680,asset,Disqualified,1
lead_681,asset,Disqualified,1
lead_682,asset,Disqualified,1
lead_683,asset,Disqualified,1
lead_684,asset,Disqualified,2
lead_685,asset,Disqualified,2
lead_686,asset,Disqualified,1
lead_687,asset,Disqualified,2
lead_688,asset,Disqualified,2
lead_689,asset,Disqualified,1
lead_690,asset,Disqualified,4
lead_691,asset,Disqualified,1
lead_692,asset,Disqualified,1
lead_693,asset,Disqualified,3
lead_694,asset,Disqualified,3
lead_695,asset,Disqualified,3
lead_696,asset,Disqualified,3
lead_697,asset,Disqualified,4
lead_698,asset,Disqualified,1
lead_699,asset,Disqualified,1
lead_700,asset,Disqualified,2
lead_701,asset,Disqualified,1
lead_702,asset,Disqualified,3
lead_703,asset,Disqualified,2
lead_704,asset,Disqualified,3
lead_705,asset,Disqualified,4
lead_706,asset,Disqualified,1
lead_707,asset,Disqualified,4
lead_708,asset,Disqualified,2
lead_709,asset,Disqualified,1
lead_710,asset,Disqualified,2
lead_711,asset,Disqualified,1
lead_712,asset,Disqualified,1
lead_713,asset,Disqualified,4
lead_714,asset,Disqualified,5
lead_715,asset,Disqualified,3
lead_716,asset,Disqualified,2
lead_717,asset,Disqualified,5
lead_718,asset,Disqualified,1
lead_719,asset,Disqualified,1
lead_720,asset,Disqualified,4
lead_721,asset,Disqualified,2
lead_722,asset,Disqualified,3
lead_723,asset,Disqualified,1
lead_724,asset,Disqualified,2
lead_725,asset,Disqualified,1
lead_726,asset,Disqualified,4
lead_727,asset,Disqualified,2
lead_728,asset,Disqualified,5
lead_729,asset,Disqualified,5
lead_730,asset,Disqualified,1
lead_731,asset,Disqualified,5
lead_732,asset,Disqualified,3
lead_733,asset,Disqualified,1
lead_734,asset,Disqualified,1
lead_735,asset,Disqualified,2
lead_736,asset,Disqualified,3
lead_737,asset,Disqualified,2
lead_738,asset,Disqualified,2
lead_739,asset,Disqualified,1
lead_740,asset,Disqualified,1
lead_741,asset,Disqualified,2
lead_742,asset,Disqualified,1
lead_743,asset,Disqualified,3
lead_744,asset,Disqualified,2
lead_745,asset,Disqualified,1
lead_746,asset,Disqualified,2
lead_747,asset,Disqualified,3
lead_748,asset,Disqualified,1
lead_749,asset,Disqualified,4
lead_750,asset,Disqualified,2
lead_751,asset,Disqualified,3
lead_752,asset,Disqualified,1
lead_753,asset,Disqualified,1
lead_754,asset,Disqualified,1
lead_755,asset,Disqualified,1
lead_756,asset,Disqualified,5
lead_757,asset,Disqualified,1
lead_758,asset,Disqualified,1
lead_759,asset,Disqualified,1
lead_760,asset,Disqualified,6
lead_761,asset,Disqualified,2
lead_762,asset,Disqualified,4
lead_763,asset,Disqualified,1
lead_764,asset,Disqualified,2
lead_765,asset,Disqualified,2
lead_766,asset,Disqualified,1
lead_767,asset,Disqualified,1
lead_768,asset,Disqualified,1
lead_769,asset,Disqualified,4
lead_770,asset,Disqualified,2
lead_771,asset,Disqualified,1
lead_772,asset,Disqualified,1
lead_773,asset,Disqualified,2
lead_774,asset,Disqualified,1
lead_775,asset,Disqualified,1
lead_776,asset,Disqualified,2
lead_777,asset,Disqualified,2
lead_778,asset,Disqualified,1
lead_779,asset,Disqualified,1
lead_780,asset,Disqualified,4
lead_781,asset,Disqualified,1
lead_782,asset,Disqualified,5
lead_783,asset,Disqualified,1
lead_784,asset,Disqualified,3
lead_785,asset,Disqualified,1
lead_786,asset,Disqualified,1
lead_787,asset,Disqualified,2
lead_788,asset,Disqualified,4
lead_789,asset,Disqualified,2
lead_790,asset,Disqualified,2
lead_791,asset,Disqualified,1
lead_792,asset,Disqualified,2
lead_793,asset,Disqualified,2
lead_794,asset,Disqualified,1
lead_795,asset,Disqualified,2
lead_796,asset,Disqualified,2
lead_797,asset,Disqualified,1
lead_798,asset,Disqualified,5
lead_799,asset,Disqualified,1
lead_800,asset,Disqualified,1
lead_801,asset,Disqualified,1
lead_802,asset,Disqualified,1
lead_803,asset,Disqualified,3
lead_804,asset,Disqualified,2
lead_805,asset,Disqualified,3
lead_806,asset,Disqualified,2
lead_807,asset,Disqualified,1
lead_808,asset,Disqualified,2
lead_809,asset,Disqualified,2
lead_810,asset,Disqualified,3
lead_811,asset,Disqualified,3
lead_812,asset,Disqualified,1
lead_813,asset,Disqualified,2
lead_814,asset,Disqualified,2
lead_815,asset,Disqualified,2
lead_816,asset,Disqualified,1
lead_817,asset,Disqualified,5
lead_818,asset,Disqualified,2
lead_819,asset,Disqualified,3
lead_820,asset,Disqualified,1
lead_821,asset,Disqualified,4
lead_822,asset,Disqualified,5
lead_823,asset,Disqualified,3
lead_824,asset,Disqualified,3
lead_825,asset,Disqualified,1
lead_826,asset,Disqualified,1
lead_827,asset,Disqualified,2
lead_828,asset,Disqualified,2
lead_829,asset,Disqualified,2
lead_830,asset,Disqualified,3
lead_831,asset,Disqualified,3
lead_832,asset,Disqualified,1
lead_833,asset,Disqualified,3
lead_834,asset,Disqualified,4
lead_835,asset,Disqualified,1
lead_836,asset,Disqualified,2
lead_837,asset,Disqualified,4
lead_838,asset,Disqualified,2
lead_839,asset,Disqualified,3
lead_840,asset,Disqualified,1
lead_841,asset,Disqualified,1
lead_842,asset,Disqualified,2
lead_843,asset,Disqualified,1
lead_844,asset,Disqualified,1
lead_845,asset,Disqualified,1
lead_846,asset,Disqualified,5
lead_847,asset,Disqualified,1
lead_848,asset,Disqualified,3
lead_849,asset,Disqualified,1
lead_850,asset,Disqualified,1
lead_851,asset,Disqualified,1
lead_852,asset,Disqualified,1
lead_853,asset,Disqualified,1
lead_854,asset,Disqualified,2
lead_855,asset,Disqualified,4
lead_856,asset,Disqualified,1
lead_857,asset,Disqualified,1
